prompt_id,context_bucket,trial_index,spec_k,acceptance_rate,tokens_per_sec,tokens_per_sec_ar,actual_speedup_tps_ratio,theoretical_speedup_factor,system_overhead_ratio
mt-011,short,0,3,1.0,40.892875202506595,55.137117814326494,0.7416578309409063,1.0,0.7416578309409063
mt-011,short,1,3,1.0,38.46722740384196,60.09458342823122,0.6401113912334874,1.0,0.6401113912334874
mt-011,short,1,3,1.0,39.8512997815628,55.89798100723615,0.712929144550032,1.0,0.712929144550032
mt-012,short,0,3,1.0,38.33701798400077,57.67756473137107,0.66467816667629,1.0,0.66467816667629
mt-012,short,0,3,1.0,40.70020922307382,56.49396912849576,0.720434585336021,1.0,0.720434585336021
mt-012,short,1,3,1.0,38.05779058850255,57.33914254344468,0.6637314215096075,1.0,0.6637314215096075
mt-012,short,1,3,1.0,41.60412023496247,56.767194908362185,0.7328901895209535,1.0,0.7328901895209535
mt-013,short,0,3,1.0,38.04916400017503,58.99216001937403,0.6449867912563133,1.0,0.6449867912563133
mt-013,short,0,3,1.0,40.83670115363906,58.81025343007914,0.6943806355500703,1.0,0.6943806355500703
mt-013,short,1,3,1.0,38.46086840109896,59.48103960262897,0.6466071988324672,1.0,0.6466071988324672
mt-013,short,1,3,1.0,41.599601230348995,60.5359291594832,0.6871886135711893,1.0,0.6871886135711893
mt-014,short,0,3,1.0,36.55165112049407,58.005836173823454,0.6301374746320594,1.0,0.6301374746320594
mt-014,short,0,3,1.0,40.208124540404,60.58082009053457,0.6637104694244029,1.0,0.6637104694244029
mt-014,short,1,3,1.0,38.75707006472285,59.067493033440506,0.6561488912823996,1.0,0.6561488912823996
